Unemployment_Rate : Urban
Region, Date, Frequency, Estimated Unemployment Rate (%), Estimated Employed, Estimated Labour Participation Rate (%)
Karnataka, 31-08-2016, M, 7.32, 8556139.00, 44.14
Karnataka, 30-09-2016, M, 8.83, 9223994.00, 48.25
Karnataka, 31-10-2016, M, 8.21, 8706430.00, 45.12
Karnataka, 30-11-2016, M, 6.76, 8821997.00, 44.89
Karnataka, 31-12-2016, M, 6.47, 9003023.00, 45.55
Karnataka, 31-01-2017, M, 7.88, 9267189.00, 47.49
Karnataka, 28-02-2017, M, 7.44, 8910926.00, 45.34
Karnataka, 31-03-2017, M, 3.19, 8909331.00, 43.23
Karnataka, 30-04-2017, M, 2.65, 8931373.00, 42.99
Karnataka, 31-05-2017, M, 2.21, 9075717.00, 43.37
Karnataka, 30-06-2017, M, 1.82, 8804447.00, 41.80
Karnataka, 31-07-2017, M, 1.18, 8956579.00, 42.14
Karnataka, 31-08-2017, M, 2.59, 9027680.00, 42.98
Karnataka, 30-09-2017, M, 3.42, 9255182.00, 44.33
Karnataka, 31-10-2017, M, 2.81, 8812222.00, 41.83
Karnataka, 30-11-2017, M, 0.94, 9391523.00, 43.63
Karnataka, 31-12-2017, M, 3.14, 9199690.00, 43.59
Karnataka, 31-01-2018, M, 3.12, 9450914.00, 44.66
Karnataka, 28-02-2018, M, 4.80, 8911568.00, 42.75
Karnataka, 31-03-2018, M, 4.47, 9249701.00, 44.11
Karnataka, 30-04-2018, M, 4.32, 8769784.00, 41.65
Karnataka, 31-05-2018, M, 2.84, 9384231.00, 43.77
Karnataka, 30-06-2018, M, 4.21, 9285921.00, 43.82
Karnataka, 31-07-2018, M, 1.59, 9300544.00, 42.61
Karnataka, 31-08-2018, M, 2.78, 8829878.00, 40.84
Karnataka, 30-09-2018, M, 2.52, 9041955.00, 41.60
Karnataka, 31-10-2018, M, 2.80, 9182933.00, 42.26
Karnataka, 30-11-2018, M, 1.55, 8855637.00, 40.14
Karnataka, 31-12-2018, M, 2.07, 8591058.00, 39.04
Karnataka, 31-01-2019, M, 2.32, 8737245.00, 39.70
Karnataka, 28-02-2019, M, 2.33, 8998816.00, 40.80
Karnataka, 31-03-2019, M, 1.86, 8827839.00, 39.73
Karnataka, 30-04-2019, M, 0.97, 8464653.00, 37.66
Karnataka, 31-05-2019, M, 6.56, 8638243.00, 40.62
Karnataka, 30-06-2019, M, 5.00, 8862498.00, 40.89
Karnataka, 31-07-2019, M, 2.29, 8738033.00, 39.09
Karnataka, 31-08-2019, M, 1.27, 8614338.00, 38.04
Karnataka, 30-09-2019, M, 3.56, 8646917.00, 38.99
Karnataka, 31-10-2019, M, 3.87, 8799252.00, 39.70
Karnataka, 30-11-2019, M, 3.44, 8613837.00, 38.60
Karnataka, 31-12-2019, M, 1.56, 8592376.00, 37.66
Karnataka, 31-01-2020, M, 3.31, 8749154.00, 38.94
Karnataka, 29-02-2020, M, 2.88, 8924061.00, 39.45
Karnataka, 31-03-2020, M, 4.92, 9225835.00, 41.55
Karnataka, 30-04-2020, M, 25.12, 7387995.00, 42.14
Karnataka, 31-05-2020, M, 14.90, 8771524.00, 43.90
Karnataka, 30-06-2020, M, 3.75, 8818844.00, 38.93
Karnataka, 31-07-2020, M, 3.06, 8928134.00, 39.03
Karnataka, 31-08-2020, M, 1.24, 9645425.00, 41.28
Karnataka, 30-09-2020, M, 2.02, 8467104.00, 36.43
Karnataka, 31-10-2020, M, 2.30, 8627263.00, 37.13
Karnataka, 30-11-2020, M, 1.45, 8581514.00, 36.52
Karnataka, 31-12-2020, M, 1.79, 8914962.00, 37.97
Karnataka, 31-01-2021, M, 2.44, 8708864.00, 37.24
Karnataka, 28-02-2021, M, 2.45, 8508768.00, 36.30
Karnataka, 31-03-2021, M, 1.43, 8435857.00, 35.52
Karnataka, 30-04-2021, M, 2.18, 8713802.00, 36.88
Karnataka, 31-05-2021, M, 6.90, 8698973.00, 38.58
Karnataka, 30-06-2021, M, 10.43, 7840758.00, 36.06
Karnataka, 31-07-2021, M, 1.61, 8547933.00, 35.69
Karnataka, 31-08-2021, M, 2.52, 8782131.00, 36.91
Karnataka, 30-09-2021, M, 2.12, 9022579.00, 37.67
Kerala, 31-01-2016, M, 15.87, 4888240.00, 45.04
Kerala, 29-02-2016, M, 23.35, 4760676.00, 48.10
Kerala, 31-03-2016, M, 18.61, 4527660.00, 43.04
Kerala, 30-04-2016, M, 19.55, 4564511.00, 43.86
Kerala, 31-05-2016, M, 10.53, 4645285.00, 40.09
Kerala, 30-06-2016, M, 14.50, 4597681.00, 41.49
Kerala, 31-07-2016, M, 14.49, 4732148.00, 42.66
Kerala, 31-08-2016, M, 13.32, 4542608.00, 40.36
Kerala, 30-09-2016, M, 6.18, 4720787.00, 38.71
Kerala, 31-10-2016, M, 9.36, 4884629.00, 41.42
Kerala, 30-11-2016, M, 16.27, 4683474.00, 42.96
Kerala, 31-12-2016, M, 17.45, 4305731.00, 40.02
Kerala, 31-01-2017, M, 12.30, 4658405.00, 40.72
Kerala, 28-02-2017, M, 12.85, 4767930.00, 41.90
Kerala, 31-03-2017, M, 12.66, 4902204.00, 42.95
Kerala, 30-04-2017, M, 8.95, 4271724.00, 35.87
Kerala, 31-05-2017, M, 4.98, 4564535.00, 36.69
Kerala, 30-06-2017, M, 9.44, 4616196.00, 38.90
Kerala, 31-07-2017, M, 8.02, 4561848.00, 37.81
Kerala, 31-08-2017, M, 8.03, 4314548.00, 35.73
Kerala, 30-09-2017, M, 3.07, 4613752.00, 36.22
Kerala, 31-10-2017, M, 9.02, 4592223.00, 38.38
Kerala, 30-11-2017, M, 10.26, 4112529.00, 34.81
Kerala, 31-12-2017, M, 8.68, 4642553.00, 38.58
Kerala, 31-01-2018, M, 7.23, 4642277.00, 37.94
Kerala, 28-02-2018, M, 9.24, 4712877.00, 39.34
Kerala, 31-03-2018, M, 8.13, 4435060.00, 36.54
Kerala, 30-04-2018, M, 7.47, 4687771.00, 38.31
Kerala, 31-05-2018, M, 6.45, 4583604.00, 37.01
Kerala, 30-06-2018, M, 8.78, 4602390.00, 38.08
Kerala, 31-07-2018, M, 5.93, 4593169.00, 36.82
Kerala, 31-08-2018, M, 5.29, 4206903.00, 33.46
Kerala, 30-09-2018, M, 4.92, 4520044.00, 35.78
Kerala, 31-10-2018, M, 5.95, 4632310.00, 37.04
Kerala, 30-11-2018, M, 5.60, 4178583.00, 33.25
Kerala, 31-12-2018, M, 7.07, 4449677.00, 35.94
Kerala, 31-01-2019, M, 6.37, 4637547.00, 37.14
Kerala, 28-02-2019, M, 5.94, 4687644.00, 37.34
Kerala, 31-03-2019, M, 6.34, 4150624.00, 33.17
Kerala, 30-04-2019, M, 7.41, 4506415.00, 36.40
Kerala, 31-05-2019, M, 6.11, 4605912.00, 36.65
Kerala, 30-06-2019, M, 6.67, 4678372.00, 37.42
Kerala, 31-07-2019, M, 7.58, 4105212.00, 33.13
Kerala, 31-08-2019, M, 7.69, 4448650.00, 35.91
Kerala, 30-09-2019, M, 5.52, 4640640.00, 36.57
Kerala, 31-10-2019, M, 5.35, 4644511.00, 36.49
Kerala, 30-11-2019, M, 6.71, 4062767.00, 32.36
Kerala, 31-12-2019, M, 7.31, 4440284.00, 35.56
Kerala, 31-01-2020, M, 6.65, 4597507.00, 36.53
Kerala, 29-02-2020, M, 6.08, 4624444.00, 36.48
Kerala, 31-03-2020, M, 9.14, 4079775.00, 33.24
Kerala, 30-04-2020, M, 21.43, 2179106.00, 20.51
Kerala, 31-05-2020, M, 21.54, 3331934.00, 31.38
Kerala, 30-06-2020, M, 9.01, 4282803.00, 34.75
Kerala, 31-07-2020, M, 4.20, 4326107.00, 33.31
Kerala, 31-08-2020, M, 5.97, 4182798.00, 32.78
Kerala, 30-09-2020, M, 5.03, 4150948.00, 32.18
Kerala, 31-10-2020, M, 4.23, 4234143.00, 32.52
Kerala, 30-11-2020, M, 4.55, 3796322.00, 29.23
Kerala, 31-12-2020, M, 6.51, 4567893.00, 35.87
Kerala, 31-01-2021, M, 5.53, 4136604.00, 32.12
Kerala, 28-02-2021, M, 4.16, 4370149.00, 33.42
Kerala, 31-03-2021, M, 4.97, 3915163.00, 30.17
Kerala, 30-04-2021, M, 6.39, 4523245.00, 35.34
Kerala, 31-05-2021, M, 25.51, 3348144.00, 32.85
Kerala, 30-06-2021, M, 18.46, 3831825.00, 34.31
Kerala, 31-07-2021, M, 6.45, 3854226.00, 30.05
Kerala, 31-08-2021, M, 7.24, 4548519.00, 35.73
Kerala, 30-09-2021, M, 6.58, 4097102.00, 31.93
Madhya Pradesh, 31-01-2016, M, 7.20, 7141267.00, 47.08
Madhya Pradesh, 29-02-2016, M, 4.41, 6747301.00, 43.09
Madhya Pradesh, 31-03-2016, M, 13.78, 6523299.00, 46.08
Madhya Pradesh, 30-04-2016, M, 10.75, 5710064.00, 38.88
Madhya Pradesh, 31-05-2016, M, 9.89, 7267552.00, 48.90
Madhya Pradesh, 30-06-2016, M, 3.44, 6530223.00, 40.92
Madhya Pradesh, 31-07-2016, M, 14.21, 6517605.00, 45.86
Madhya Pradesh, 31-08-2016, M, 13.99, 5739406.00, 40.19
Madhya Pradesh, 30-09-2016, M, 6.97, 7259488.00, 46.89
Madhya Pradesh, 31-10-2016, M, 4.10, 6718241.00, 42.00
Madhya Pradesh, 30-11-2016, M, 11.54, 6618959.00, 44.76
Madhya Pradesh, 31-12-2016, M, 7.76, 6378749.00, 41.28
Madhya Pradesh, 31-01-2017, M, 6.12, 7105765.00, 45.07
Madhya Pradesh, 28-02-2017, M, 1.80, 7086514.00, 42.89
Madhya Pradesh, 31-03-2017, M, 10.55, 6486499.00, 42.99
Madhya Pradesh, 30-04-2017, M, 3.71, 6623150.00, 40.69
Madhya Pradesh, 31-05-2017, M, 3.32, 7158391.00, 43.70
Madhya Pradesh, 30-06-2017, M, 1.07, 7054376.00, 42.00
Madhya Pradesh, 31-07-2017, M, 1.94, 6974931.00, 41.80
Madhya Pradesh, 31-08-2017, M, 2.93, 6551028.00, 39.57
Madhya Pradesh, 30-09-2017, M, 2.33, 6728852.00, 40.30
Madhya Pradesh, 31-10-2017, M, 4.85, 6801601.00, 41.72
Madhya Pradesh, 30-11-2017, M, 6.64, 6233124.00, 38.88
Madhya Pradesh, 31-12-2017, M, 5.18, 6840881.00, 41.92
Madhya Pradesh, 31-01-2018, M, 5.18, 6617510.00, 40.46
Madhya Pradesh, 28-02-2018, M, 4.53, 6604924.00, 40.02
Madhya Pradesh, 31-03-2018, M, 6.82, 6318511.00, 39.14
Madhya Pradesh, 30-04-2018, M, 4.18, 6693552.00, 40.23
Madhya Pradesh, 31-05-2018, M, 3.04, 6432752.00, 38.12
Madhya Pradesh, 30-06-2018, M, 3.96, 6491400.00, 38.75
Madhya Pradesh, 31-07-2018, M, 5.66, 6631981.00, 40.21
Madhya Pradesh, 31-08-2018, M, 5.73, 6745794.00, 40.84
Madhya Pradesh, 30-09-2018, M, 3.59, 6498675.00, 38.38
Madhya Pradesh, 31-10-2018, M, 7.25, 6295137.00, 38.56
Madhya Pradesh, 30-11-2018, M, 7.80, 6486107.00, 39.88
Madhya Pradesh, 31-12-2018, M, 6.98, 6601336.00, 40.14
Madhya Pradesh, 31-01-2019, M, 4.94, 6661850.00, 39.55
Madhya Pradesh, 28-02-2019, M, 6.81, 6308678.00, 38.12
Madhya Pradesh, 31-03-2019, M, 8.57, 6357913.00, 39.07
Madhya Pradesh, 30-04-2019, M, 6.88, 6654342.00, 40.06
Madhya Pradesh, 31-05-2019, M, 3.91, 6692716.00, 38.96
Madhya Pradesh, 30-06-2019, M, 6.38, 6509344.00, 38.80
Madhya Pradesh, 31-07-2019, M, 7.38, 6266446.00, 37.67
Madhya Pradesh, 31-08-2019, M, 6.82, 6809835.00, 40.60
Madhya Pradesh, 30-09-2019, M, 6.82, 6677196.00, 39.72
Madhya Pradesh, 31-10-2019, M, 4.40, 6603716.00, 38.20
Madhya Pradesh, 30-11-2019, M, 6.06, 6459457.00, 37.94
Madhya Pradesh, 31-12-2019, M, 6.20, 6787405.00, 39.83
Madhya Pradesh, 31-01-2020, M, 5.17, 6834930.00, 39.59
Madhya Pradesh, 29-02-2020, M, 4.96, 6533435.00, 37.68
Madhya Pradesh, 31-03-2020, M, 4.80, 6386723.00, 36.68
Madhya Pradesh, 30-04-2020, M, 11.94, 4802873.00, 29.76
Madhya Pradesh, 31-05-2020, M, 20.89, 5330339.00, 36.68
Madhya Pradesh, 30-06-2020, M, 9.96, 6309321.00, 38.06
Madhya Pradesh, 31-07-2020, M, 10.10, 6375442.00, 38.43
Madhya Pradesh, 31-08-2020, M, 5.91, 6940301.00, 39.88
Madhya Pradesh, 30-09-2020, M, 8.43, 6782178.00, 39.96
Madhya Pradesh, 31-10-2020, M, 5.49, 6504445.00, 37.04
Madhya Pradesh, 30-11-2020, M, 6.72, 6604184.00, 38.02
Madhya Pradesh, 31-12-2020, M, 2.07, 6502553.00, 35.58
Madhya Pradesh, 31-01-2021, M, 7.64, 6757814.00, 39.11
Madhya Pradesh, 28-02-2021, M, 3.43, 6478461.00, 35.79
Madhya Pradesh, 31-03-2021, M, 2.89, 6490166.00, 35.57
Madhya Pradesh, 30-04-2021, M, 2.06, 6168849.00, 33.45
Madhya Pradesh, 31-05-2021, M, 6.24, 5950992.00, 33.63
Madhya Pradesh, 30-06-2021, M, 4.60, 6524045.00, 36.15
Madhya Pradesh, 31-07-2021, M, 4.42, 6719473.00, 37.08
Madhya Pradesh, 31-08-2021, M, 3.67, 6681207.00, 36.50
Madhya Pradesh, 30-09-2021, M, 3.24, 6927264.00, 37.59
Maharashtra, 31-01-2016, M, 4.89, 17826528.00, 43.33
Maharashtra, 29-02-2016, M, 5.53, 17938539.00, 43.81
Maharashtra, 31-03-2016, M, 8.20, 17169192.00, 43.06
Maharashtra, 30-04-2016, M, 11.82, 17845345.00, 46.49
Maharashtra, 31-05-2016, M, 12.05, 18274931.00, 47.63
Maharashtra, 30-06-2016, M, 7.05, 18785607.00, 46.23
Maharashtra, 31-07-2016, M, 9.49, 17817114.00, 44.92
Maharashtra, 31-08-2016, M, 12.58, 17623480.00, 45.91
Maharashtra, 30-09-2016, M, 10.11, 18682896.00, 47.23
Maharashtra, 31-10-2016, M, 6.55, 19865780.00, 48.20
Maharashtra, 30-11-2016, M, 4.71, 18918142.00, 44.92
Maharashtra, 31-12-2016, M, 5.99, 18348611.00, 44.06
Maharashtra, 31-01-2017, M, 6.03, 18562643.00, 44.50
Maharashtra, 28-02-2017, M, 4.69, 19126485.00, 45.12
Maharashtra, 31-03-2017, M, 6.05, 18235331.00, 43.54
Maharashtra, 30-04-2017, M, 3.77, 18233242.00, 42.41
Maharashtra, 31-05-2017, M, 5.44, 18091875.00, 42.73
Maharashtra, 30-06-2017, M, 3.58, 18372340.00, 42.47
Maharashtra, 31-07-2017, M, 3.72, 18507969.00, 42.75
Maharashtra, 31-08-2017, M, 6.92, 17891330.00, 42.65
Maharashtra, 30-09-2017, M, 5.62, 18467230.00, 43.33
Maharashtra, 31-10-2017, M, 4.25, 18474816.00, 42.63
Maharashtra, 30-11-2017, M, 5.18, 18382319.00, 42.74
Maharashtra, 31-12-2017, M, 3.29, 17985294.00, 40.91
Maharashtra, 31-01-2018, M, 4.04, 18252199.00, 41.75
Maharashtra, 28-02-2018, M, 4.29, 18948057.00, 43.37
Maharashtra, 31-03-2018, M, 4.62, 18262466.00, 41.85
Maharashtra, 30-04-2018, M, 5.87, 17289131.00, 40.06
Maharashtra, 31-05-2018, M, 4.23, 17724902.00, 40.28
Maharashtra, 30-06-2018, M, 4.20, 18262108.00, 41.40
Maharashtra, 31-07-2018, M, 3.78, 17949066.00, 40.42
Maharashtra, 31-08-2018, M, 5.10, 16796745.00, 38.27
Maharashtra, 30-09-2018, M, 5.12, 17471853.00, 39.73
Maharashtra, 31-10-2018, M, 4.27, 18293827.00, 41.14
Maharashtra, 30-11-2018, M, 4.01, 17798156.00, 39.83
Maharashtra, 31-12-2018, M, 5.05, 17007443.00, 38.39
Maharashtra, 31-01-2019, M, 8.09, 17831531.00, 41.49
Maharashtra, 28-02-2019, M, 4.72, 18288184.00, 40.97
Maharashtra, 31-03-2019, M, 4.83, 18093822.00, 40.49
Maharashtra, 30-04-2019, M, 5.59, 16592536.00, 37.35
Maharashtra, 31-05-2019, M, 6.08, 16962570.00, 38.30
Maharashtra, 30-06-2019, M, 6.46, 17375054.00, 39.30
Maharashtra, 31-07-2019, M, 6.35, 17215666.00, 38.81
Maharashtra, 31-08-2019, M, 7.57, 16602765.00, 37.84
Maharashtra, 30-09-2019, M, 7.25, 17090767.00, 38.73
Maharashtra, 31-10-2019, M, 7.51, 17221985.00, 39.05
Maharashtra, 30-11-2019, M, 7.60, 17486691.00, 39.61
Maharashtra, 31-12-2019, M, 7.83, 16581144.00, 37.57
Maharashtra, 31-01-2020, M, 6.67, 16715470.00, 37.32
Maharashtra, 29-02-2020, M, 5.34, 17122782.00, 37.61
Maharashtra, 31-03-2020, M, 6.34, 17065830.00, 37.80
Maharashtra, 30-04-2020, M, 14.99, 12674451.00, 30.86
Maharashtra, 31-05-2020, M, 15.15, 13589603.00, 33.08
Maharashtra, 30-06-2020, M, 9.41, 15910096.00, 36.20
Maharashtra, 31-07-2020, M, 4.98, 16330346.00, 35.34
Maharashtra, 31-08-2020, M, 8.06, 16849149.00, 37.61
Maharashtra, 30-09-2020, M, 6.58, 16646849.00, 36.48
Maharashtra, 31-10-2020, M, 5.90, 16935060.00, 36.76
Maharashtra, 30-11-2020, M, 3.53, 17269283.00, 36.49
Maharashtra, 31-12-2020, M, 4.85, 16510893.00, 35.30
Maharashtra, 31-01-2021, M, 4.60, 17371046.00, 36.95
Maharashtra, 28-02-2021, M, 4.65, 16925680.00, 35.95
Maharashtra, 31-03-2021, M, 4.73, 17271506.00, 36.64
Maharashtra, 30-04-2021, M, 5.38, 16791044.00, 35.78
Maharashtra, 31-05-2021, M, 7.62, 16561000.00, 36.07
Maharashtra, 30-06-2021, M, 5.89, 16861675.00, 35.97
Maharashtra, 31-07-2021, M, 5.91, 17285856.00, 36.80
Maharashtra, 31-08-2021, M, 5.95, 16664466.00, 35.42
Maharashtra, 30-09-2021, M, 6.02, 17279176.00, 36.67
Meghalaya, 31-01-2018, M, 19.66, 214246.00, 52.94
Meghalaya, 28-02-2018, M, 11.59, 207360.00, 46.46
Meghalaya, 31-03-2018, M, 10.39, 247626.00, 54.61
Meghalaya, 30-04-2018, M, 11.82, 206715.00, 46.22
Meghalaya, 31-05-2018, M, 19.10, 215331.00, 52.35
Meghalaya, 30-06-2018, M, 9.24, 218403.00, 47.22
Meghalaya, 31-07-2018, M, 5.41, 259121.00, 53.62
Meghalaya, 31-08-2018, M, 6.87, 226350.00, 47.46
Meghalaya, 30-09-2018, M, 9.84, 228581.00, 49.39
Meghalaya, 31-10-2018, M, 7.38, 217750.00, 45.69
Meghalaya, 30-11-2018, M, 4.55, 263227.00, 53.47
Meghalaya, 31-12-2018, M, 3.77, 230260.00, 46.29
Meghalaya, 31-01-2019, M, 6.90, 243332.00, 50.43
Meghalaya, 28-02-2019, M, 7.08, 224406.00, 46.50
Meghalaya, 31-03-2019, M, 8.06, 262601.00, 54.87
Meghalaya, 30-04-2019, M, 4.88, 252282.00, 50.83
Meghalaya, 31-05-2019, M, 8.40, 228978.00, 47.79
Meghalaya, 30-06-2019, M, 8.66, 231252.00, 48.29
Meghalaya, 31-07-2019, M, 4.43, 284015.00, 56.55
Meghalaya, 31-08-2019, M, 5.80, 259433.00, 52.27
Meghalaya, 30-09-2019, M, 5.30, 253887.00, 50.77
Meghalaya, 31-10-2019, M, 7.20, 234375.00, 47.71
Meghalaya, 30-11-2019, M, 3.02, 293431.00, 57.02
Meghalaya, 31-12-2019, M, 5.21, 267417.00, 53.04
Meghalaya, 31-01-2020, M, 4.76, 261687.00, 51.53
Meghalaya, 29-02-2020, M, 7.37, 233965.00, 47.26
Meghalaya, 31-03-2020, M, 2.80, 289735.00, 55.64
Meghalaya, 30-04-2020, M, 17.39, 161939.00, 36.51
Meghalaya, 31-05-2020, M, 14.58, 222916.00, 48.48
Meghalaya, 31-07-2020, M, 4.35, 261505.00, 50.55
Meghalaya, 31-08-2020, M, 5.08, 250916.00, 48.76
Meghalaya, 30-09-2020, M, 8.96, 230205.00, 46.53
Meghalaya, 31-10-2020, M, 6.67, 220422.00, 43.35
Meghalaya, 30-11-2020, M, 6.02, 252019.00, 49.11
Meghalaya, 31-12-2020, M, 12.12, 228400.00, 47.48
Meghalaya, 31-01-2021, M, 6.35, 258990.00, 50.40
Meghalaya, 28-02-2021, M, 3.49, 224842.00, 42.36
Meghalaya, 31-03-2021, M, 3.87, 284212.00, 53.63
Meghalaya, 30-04-2021, M, 1.96, 260641.00, 48.11
Meghalaya, 30-06-2021, M, 3.23, 205636.00, 38.27
Meghalaya, 31-07-2021, M, 2.06, 300422.00, 55.11
Meghalaya, 31-08-2021, M, 3.12, 260089.00, 48.12
Odisha, 31-01-2016, M, 12.01, 2378945.00, 46.23
Odisha, 29-02-2016, M, 16.95, 2225615.00, 45.75
Odisha, 31-03-2016, M, 15.14, 2336290.00, 46.91
Odisha, 30-04-2016, M, 15.54, 2339843.00, 47.12
Odisha, 31-05-2016, M, 13.17, 2298783.00, 44.95
Odisha, 30-06-2016, M, 15.60, 2248671.00, 45.15
Odisha, 31-07-2016, M, 10.58, 2398202.00, 45.36
Odisha, 31-08-2016, M, 7.23, 2351184.00, 42.79
Odisha, 30-09-2016, M, 4.85, 2403638.00, 42.57
Odisha, 31-10-2016, M, 10.03, 2298585.00, 42.98
Odisha, 30-11-2016, M, 4.90, 2376702.00, 41.96
Odisha, 31-12-2016, M, 5.72, 2307433.00, 41.02
Odisha, 31-01-2017, M, 4.77, 2315165.00, 40.67
Odisha, 28-02-2017, M, 5.97, 2256951.00, 40.09
Odisha, 31-03-2017, M, 1.81, 2360901.00, 40.08
Odisha, 30-04-2017, M, 5.99, 2313567.00, 40.95
Odisha, 31-05-2017, M, 3.39, 2286473.00, 39.31
Odisha, 30-06-2017, M, 6.76, 2186315.00, 38.87
Odisha, 31-07-2017, M, 2.99, 2312303.00, 39.44
Odisha, 31-08-2017, M, 6.23, 2259949.00, 39.81
Odisha, 30-09-2017, M, 4.73, 2413453.00, 41.77
Odisha, 31-10-2017, M, 5.93, 2338351.00, 40.91
Odisha, 30-11-2017, M, 2.91, 2466714.00, 41.74
Odisha, 31-12-2017, M, 2.46, 2369703.00, 39.83
Odisha, 31-01-2018, M, 4.95, 2459493.00, 42.35
Odisha, 28-02-2018, M, 5.99, 2348329.00, 40.81
Odisha, 31-03-2018, M, 5.20, 2412350.00, 41.50
Odisha, 30-04-2018, M, 5.00, 2293969.00, 39.31
Odisha, 31-05-2018, M, 4.89, 2431093.00, 41.53
Odisha, 30-06-2018, M, 6.55, 2345474.00, 40.71
Odisha, 31-07-2018, M, 5.11, 2412073.00, 41.15
Odisha, 31-08-2018, M, 5.61, 2340151.00, 40.06
Odisha, 30-09-2018, M, 3.94, 2494165.00, 41.88
Odisha, 31-10-2018, M, 3.11, 2327350.00, 38.67
Odisha, 30-11-2018, M, 1.74, 2433569.00, 39.80
Odisha, 31-12-2018, M, 3.99, 2369851.00, 39.59
Odisha, 31-01-2019, M, 3.87, 2513000.00, 41.85
Odisha, 28-02-2019, M, 3.22, 2344873.00, 38.73
Odisha, 31-03-2019, M, 2.25, 2498493.00, 40.77
Odisha, 30-04-2019, M, 1.85, 2391668.00, 38.80
Odisha, 31-05-2019, M, 2.95, 2519582.00, 41.26
Odisha, 30-06-2019, M, 2.63, 2356290.00, 38.39
Odisha, 31-07-2019, M, 1.78, 2542238.00, 40.99
Odisha, 31-08-2019, M, 3.50, 2456982.00, 40.25
Odisha, 30-09-2019, M, 3.83, 2548749.00, 41.81
Odisha, 31-10-2019, M, 4.50, 2456854.00, 40.51
Odisha, 30-11-2019, M, 2.23, 2594469.00, 41.71
Odisha, 31-12-2019, M, 3.36, 2369049.00, 38.46
Odisha, 31-01-2020, M, 2.28, 2561320.00, 41.05
Odisha, 29-02-2020, M, 2.19, 2438080.00, 38.97
Odisha, 31-03-2020, M, 3.96, 2457952.00, 39.93
Odisha, 30-04-2020, M, 20.50, 1303244.00, 25.53
Odisha, 31-05-2020, M, 8.16, 2095536.00, 35.47
Odisha, 30-06-2020, M, 1.58, 2256407.00, 35.58
Odisha, 31-07-2020, M, 0.00, 2373128.00, 36.76
Odisha, 31-08-2020, M, 1.11, 2370945.00, 37.07
Odisha, 30-09-2020, M, 2.42, 2446109.00, 38.69
Odisha, 31-10-2020, M, 0.20, 2351464.00, 36.29
Odisha, 30-11-2020, M, 0.78, 2629819.00, 40.75
Odisha, 31-12-2020, M, 0.95, 2464791.00, 38.19
Odisha, 31-01-2021, M, 3.69, 2429399.00, 38.64
Odisha, 28-02-2021, M, 3.12, 2333868.00, 36.84
Odisha, 31-03-2021, M, 1.51, 2464939.00, 38.20
Odisha, 30-04-2021, M, 0.80, 2426412.00, 37.26
Odisha, 31-05-2021, M, 8.62, 2331299.00, 38.80
Odisha, 30-06-2021, M, 5.73, 2245626.00, 36.16
Odisha, 31-07-2021, M, 1.29, 2650553.00, 40.68
Odisha, 31-08-2021, M, 1.33, 2493084.00, 38.21
Odisha, 30-09-2021, M, 2.51, 2544244.00, 39.39
Puducherry, 31-01-2016, M, 17.07, 299796.00, 48.91
Puducherry, 29-02-2016, M, 20.78, 342293.00, 58.33
Puducherry, 31-03-2016, M, 3.11, 315479.00, 43.86
Puducherry, 30-04-2016, M, 0.50, 339513.00, 45.87
Puducherry, 31-05-2016, M, 7.52, 301360.00, 43.71
Puducherry, 30-06-2016, M, 17.67, 350438.00, 56.98
Puducherry, 31-07-2016, M, 4.55, 325276.00, 45.52
Puducherry, 31-08-2016, M, 0.44, 337251.00, 45.15
Puducherry, 30-09-2016, M, 4.00, 311109.00, 43.10
Puducherry, 31-10-2016, M, 15.74, 351860.00, 55.42
Puducherry, 30-11-2016, M, 5.65, 347872.00, 48.83
Puducherry, 31-12-2016, M, 2.74, 335087.00, 45.53
Puducherry, 31-01-2017, M, 2.78, 303915.00, 41.22
Puducherry, 28-02-2017, M, 6.13, 362161.00, 50.78
Puducherry, 31-03-2017, M, 0.53, 333259.00, 44.00
Puducherry, 30-04-2017, M, 0.93, 347152.00, 45.92
Puducherry, 31-05-2017, M, 1.34, 295833.00, 39.21
Puducherry, 30-06-2017, M, 9.77, 331450.00, 47.93
Puducherry, 31-07-2017, M, 0.79, 324330.00, 42.57
Puducherry, 31-08-2017, M, 3.35, 317793.00, 42.72
Puducherry, 30-09-2017, M, 5.78, 291025.00, 40.05
Puducherry, 31-10-2017, M, 3.53, 337152.00, 45.21
Puducherry, 30-11-2017, M, 4.57, 319408.00, 43.21
Puducherry, 31-12-2017, M, 1.68, 298968.00, 39.17
Puducherry, 31-01-2018, M, 5.67, 286463.00, 39.03
Puducherry, 28-02-2018, M, 3.19, 321707.00, 42.63
Puducherry, 31-03-2018, M, 5.00, 272852.00, 36.76
Puducherry, 30-04-2018, M, 1.63, 302642.00, 39.30
Puducherry, 31-05-2018, M, 2.40, 283560.00, 37.03
Puducherry, 30-06-2018, M, 1.20, 321551.00, 41.40
Puducherry, 31-07-2018, M, 4.14, 275880.00, 36.52
Puducherry, 31-08-2018, M, 1.08, 316905.00, 40.57
Puducherry, 30-09-2018, M, 3.65, 265792.00, 34.86
Puducherry, 31-10-2018, M, 0.57, 316859.00, 40.18
Puducherry, 30-11-2018, M, 0.61, 290627.00, 36.79
Puducherry, 31-12-2018, M, 0.60, 315942.00, 39.90
Puducherry, 31-01-2019, M, 2.33, 288388.00, 36.99
